full_text,text_clean
Masih bisa bayar pake QRIS universal kalo beli tiketnya lewat aplikasi Jaklingko,bayar pakai qris universal beli tiket lewat aplikasi jakarta lingko
beli di app jaklingko bisa bayar pke qris,beli aplikasi jakarta lingko bayar pakai qris
Makanya datang aja sekali2 kesana naik busway pulang naik jaklingko atau naik KRL tinggal jalan kaki aja Deket belom pernah kesana kok bisa ngomong 5 THN LG Ogeb amat,datang kesana naik busway pulang naik jakarta lingko naik tinggal jalan kaki dekat kesana bicara tahun ogeb
Hai Kak Bisa ya untuk KMT Commuterline dapat digunakan naik MRT Jakarta Kakak dapat mengunakan kartu uang elektronik bank lainya seperti JakLingko E Money Bank Mandiri Brizzi Bank BRI TapCash Bank BNI Flazz Bank BCA JakCard Bank DKI Terima kasih,commuterline guna naik mass rapid transit jakarta kakak guna kartu uang elektronik bank lai jakarta lingko money bank mandiri brizzi bank tapcash bank flazz bank jakcard bank terima kasih
Kok makin blo on kau Lae pantas kau kayak bencong JIS sengaja parkiran sedikit Krn diharapkan pengunjung menggunakan transportasi umum yg SDH terintergrasi semua dari busway jaklingko LRT MRT jadi semua masyarakat JKT dan sekitarnya bisa datang cuma LRT aja seperti diperlambat,kamu kamu banci sengaja parkir harap unjung guna transportasi umum terintergrasi busway jakarta lingko mass rapid transit jadi masyarakat jakarta datang lambat
I might switch to JakLingko once bisa dipake bayar parkir sama bayar tol Kudunya JLI bisa jadi Suica Pasmo nya Jakarta,might switch tryout jakarta lingko once pakai bayar parkir bayar kudu jadi suica pasmo jakarta
Hai kak Kartu Kereta tidak bisa untuk naik Jaklingko Terima kasih DN,kartu kereta naik jakarta lingko terima kasih
Kalo dari jawaban Bu Pipit harusnya iti fungsi jaklingko tuhh sbg stakeholder integrasi tarif di level taktis Tapi bargaining positionnya lemes bangett malah kek disuruh idup sendiri Apalagi skrg udh gabisa bergantung ama pemprov,jawab pipit fungsi jakarta lingko tuhh stakeholder integrasi tarif level taktis bargaining positionnya lemes bangett kayak suruh idup sekarang udah bisa gantung sama pemprov
AWKWKWKWKKWWK gausa ke dufan lagi cuy stiap hari uda naik jaklingko,awkwkwkwkkwwk gausa dufan hari naik jakarta lingko
kalo duduk di bawah kan pegangan ke bangku aowkwk btw jaklingko smpe skrg masi gratis gasi,duduk bawah pegang bangku aowkwk ngomong-ngomong jakarta lingko sekarang gratis gas
Pembayaran tiket MRT lewat dompet digital hanya bisa dilakukan melalui isaku Astrapay dan blu by BCA Kemudian opsi pembayaran lain bisa dilakukan dengan kartu uang elektronik seperti e money Brizzi Flazz Tapcash dan Jakcard Kamu juga bisa pakai kartu MRT dan Jaklingko,bayar tiket mass rapid transit lewat dompet digital laku isa astrapay opsi bayar laku kartu uang elektronik money brizzi flazz tapcash jakcard pakai kartu mass rapid transit jakarta lingko
Hai Kak Bisa ya untuk KMT Commuterline dapat naik MRT Jakarta Kakak dapat mengunakan kartu uang elektronik bank lainya seperti JakLingko E Money Bank Mandiri Brizzi Bank BRI TapCash Bank BNI Flazz Bank BCA JakCard Bank DKI Terima kasih,commuterline naik mass rapid transit jakarta kakak guna kartu uang elektronik bank lai jakarta lingko money bank mandiri brizzi bank tapcash bank flazz bank jakcard bank terima kasih
Simak berita selengkapnya di sini Jangan lupa follow akun Bisnismuda lainnya ya Be emers bisnismuda transportasi jaklingko krl mrt jakarta,simak berita lengkap lupa follow akun bisnismuda emers bisnismuda transportasi jakarta lingko mass rapid transit jakarta
3 Mikrotrans Mikrotrans sering juga disebut pengganti angkot karena bentuknya sama seperti angkot Kalau mau lebih hemat pakai aja kartu Jaklingko karena bisa naik secara gratis dan kamu bisa naik dari bus stop terdekat dan turun di mana saja,mikrotrans mikrotrans sebut ganti angkot bentuk angkot hemat pakai kartu jakarta lingko naik gratis naik henti dekat turun
Banyak diantaranya yang memprediksi bahwa tarif angkutan umum yang menggunakan BBM seperti ojol dan taksi online akan naik juga Untungnya ada kabar baik untuk kamu warga Jakarta Pemprov DKI memiliki sistem integrasi transportasi umum yang dinamakan Jaklingko,prediksi tarif angkut umum guna ojol taksi onlen naik untung kabar baik warga jakarta pemprov milik sistem integrasi transportasi umum nama jakarta lingko
Kalo yg di app mrt per 1 juli udah ga bisa ovo gopay dana cuma bisa astra pay isaku sm blu bca Kalo pake app jaklingko bisa kok bayar pake ovo gopay pake pilihan qris nya,yang aplikasi mass rapid transit juli tidak gopay dana astra isa sama pakai aplikasi jakarta lingko bayar pakai gopay pakai pilih qris
Transjakarta Halo min untuk jaklingko apakah bisa menggunakan kartu krl,transjakarta halo jakarta lingko guna kartu
No more Gopay OVO Dana Tenang masih ada aplikasi JakLingko bisa bayar pakai QRIS,more gopay dana tenang aplikasi jakarta lingko bayar pakai qris
gilaaa ga kejauhan kah transport murah ya jaklingko krl transjakarta better cari kost yg deket stasiun krl rute tangerang drpd hrs ganti2 moda berkali2,gilaaa jauh transport murah jakarta lingko transjakarta better cari kost dekat stasiun rute tangerang harus ganti moda kali
jaklingko,jakarta lingko
Kok pada marah marah sih Pada ga baca beritamya ya Padahal disebabkan habis kontrak dan belum ada komunikasi kelanjutan kontrak yang mungkin bisa terjadi Lagian bisa bayat pakai JakLingko sama e money Wkwkwk pada ngapa dah,marah marah baca beritamya sebab habis kontrak komunikasi lanjut kontrak jadi bayar pakai jakarta lingko money wkwkwk ngapa
Wajar bgt org2 jakarta ini emosian kali kutengok jarak kantor ke kosan 1 3 km aja setengah jam lebih sendiri aku di jaklingko ini allahu bisa ga aku lewat udara aja ke kantor,wajar banget orang jakarta emosi kali tengok jarak kantor kosan kilometer tengah jakarta lingko allahu lewat udara kantor
Kartu uang elektronik hemm normatif QR kok ada yg aneh ngga bisa semuanya nih Kartu tap khusus met dan jaklingko Eh moda pembayaran yg lain gimana monopoli lagi nih,kartu uang elektronik hemm normatif aneh kartu khusus selamat jakarta lingko moda bayar bagaimana monopoli
jkt yaa banyak pilihan juga sih ya di jkt ada busway ada mrt ada krl ada jaklingko ada ojol Tinggal disesuaikan aja sama kebutuhan Sbnrnya kartu tapcash emoney flazz itu juga berguna sih bisa buat banyak hal juga gaperlu punya bank digital juga bisa punya ewallet kok,jakarta pilih jakarta busway mass rapid transit jakarta lingko ojol tinggal sesuai butuh benar kartu tapcash emoney flazz guna gaperlu punya bank digital punya dompet digital
Itu yang di foto ketiga kartu JakLingko versi Flazz Bang Flazz yang biasa juga saya punya,foto tiga kartu jakarta lingko versi flazz flazz punya
Dipaksa untuk pake apps jaklingko ini mah mangkanya apps mrtj gak pake itu,paksa pakai apps jakarta lingko mangkanya apps mrtj pakai
Btw Fello satu grup sama siapa ya Msh jd main payment di JakLingko Jangan2 Djarum Group,ngomong-ngomong fello satu grup jadi main payment jakarta lingko djarum group
Ada yg masih pake aplikasi MRT J aja udah aneh Padahal sekarang udah ada Aplikasi Jaklingko bayar pake QRIS bisa untuk naik Transjakarta dan MRT juga,pakai aplikasi mass rapid transit aneh sudah aplikasi jakarta lingko bayar pakai qris naik transjakarta mass rapid transit
kayanya kalo order via jaklingko masih bisa deh soalnya dapet qris gitu kalo mrtj app gabisa make ketiga e wallet yauda tinggalin aja gausa pada make ntar kan usernya berkurang otomatis,kayak order jakarta lingko soal qris gitu mrtj aplikasi bisa make tiga wallet yauda tinggalin gausa make usernya kurang otomatis
masi ada Jaklingko App yang bisa pake QRIS fello kok jadi gopaynya masi bisa buat scan QRIS nya,jakarta lingko aplikasi pakai qris fello jadi gopaynya scan qris
Transjakarta Min kartu flazz BCA apa bisa untuk mikro trans angkot Jaklingko Atau hnya bisa untuk TJ saja,transjakarta kartu flazz mikro trans angkot jakarta lingko untuk trans jakarta
Min ini bisa buat semua kartu ya termasuk kartu flazz Kl dah aktif nnt bisa dipake buat semua moda transportasi Seperti LRT MRT TJ dan mikroTrans angkot Jaklingko,kartu masuk kartu flazz kalo aktif pakai moda transportasi mass rapid transit trans jakarta mikrotrans angkot jakarta lingko
Emang aneh makanya padahal pake Jaklingko itu udah bener dan tepat buat integrasi sayang keknya emang mungkin udah deal sama pemegang hak nama stasiun jadi harus pake metode itu di appnya sendiri yang mana agak redundant mengingat jalur MRT belom panjang,memang aneh pakai jakarta lingko benar tepat integrasi sayang kayak memang deal pegang nama stasiun jadi pakai metode appnya redundant ingat jalur mass rapid transit panjang
Transjakarta Kacau ya Pake kartu JakLingko tapi kepotongnya tarif normal pas tap out di bus TJ B21 Terjawab sudah kenapa boncos belakangan ini Sistem tarif integrasiya belum merata Terima kasih Transjagacha,transjakarta kacau pakai kartu jakarta lingko potong tarif normal trans jakarta bahasa jawab boncos belakang sistem tarif integrasiya rata terima kasih transjagacha
k250ub Bang kl pake kartu flazz BCA bisa ga sih naek angkot Jaklingko amp TJ,ribu kalo pakai kartu flazz naik angkot jakarta lingko trans jakarta
Min pake flazz bisa ya buat naek angkot Jaklingko amp TJ,pakai flazz naik angkot jakarta lingko trans jakarta
Padahal kalo mau naik MRT pake dana gopay ovo dkk bisa lewat Jaklingko kawan,naik mass rapid transit pakai dana gopay kawan lewat jakarta lingko kawan
Transjakarta Pake astrapay atau aplikasi jaklingko deh,transjakarta pakai astrapay aplikasi jakarta lingko
Pake app Jaklingko kalo misal ke tujuannya harus pindah beberapa moda transportasi misal naik MRT terus nyambung Transjakarta KCJ malah bisa dapet tarif yang lebih murah,pakai aplikasi jakarta lingko misal tuju pindah moda transportasi misal naik mass rapid transit terus nyambung transjakarta tarif murah
Yang marah marah sama post ini keknya emang pada gatau kalo masih ada opsi buat pake app Jaklingko untuk beli tiket MRT lewat QRIS yang mendukung lebih banyak dompet digital Bahkan pake Jaklingko bisa naik KRL MRT Transjakarta dan LRT Jakarta dengan tarif terintegrasi,marah marah post kayak memang gatau opsi pakai aplikasi jakarta lingko beli tiket mass rapid transit lewat qris dukung dompet digital pakai jakarta lingko naik mass rapid transit transjakarta jakarta tarif integrasi
Transjakarta Kok saya sering kali tap tapi mesin pada angkotnya tidak support untuk kartu emoney jaklingko,transjakarta kali mesin angkotnya support kartu emoney jakarta lingko
Satu2nya pemimpin yg berani melakukan kebaruan dengan subsidi tepat SASARAN mas satukan arah transportasi umum dalam integrasi JAKLINGKO agar masyarakat nyaman aman tepat waktu bertransportasi Hasilnya mengurangi kemacetan dan net zero emmison carbon,satu pimpin berani laku baru subsidi tepat sasar satu arah transportasi umum integrasi jakarta lingko masyarakat nyaman aman tepat waktu transportasi hasil kurang macet zero emmison carbon
Dan sebenernya kalo mau pake digital wallet yang umum dipake beli tiket MRTnya bisa pake app Jaklingko,benar pakai digital wallet umum pakai beli tiket mrtnya pakai aplikasi jakarta lingko
Transjakarta Min mau tanya kalau naik angkot jaklingko bisa pakai kartu jaklingko dari bank mana saja ya,transjakarta tanya naik angkot jakarta lingko pakai kartu jakarta lingko bank
Hai Kak Mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Trims RA,kena saldo potong kali sila lapor nomor customer care jakarta lingko hubung whatsapp phone email customercare terima kasih
Mengurangi saldo ya Kakak dapat melakukan pembayaran menggunakan kartu uang elektronik bank yaitu JakLingko Terima kasih,kurang saldo kakak laku bayar guna kartu uang elektronik bank jakarta lingko terima kasih
Sudah saya laporkan ke CS jaklingko via WA dengan No Laporan 8046 untuk kasus yang kemarin,lapor jakarta lingko whatsapp lapor kasus kemarin
Jaklingko sih paling kalo Astrapay ngeri om biaya adminnya gede banget bikin orang ga niat untuk pake ini mana jarang kan merchant yang pake nih e wallet hahahah Mangkanya liat aja TJ ujungnya after LinkAja bubar malah balik ke kartu,jakarta lingko astrapay ngeri biaya adminnya gede banget buat orang niat pakai jarang merchant pakai wallet hahahah mangkanya lihat trans jakarta ujung linkaja bubar balik kartu
ngetap di MRT dengan menggunakan jaklingko apa mengurangi saldo apa gratis,ngetap mass rapid transit guna jakarta lingko kurang saldo gratis
Hanya diminta untuk tap in dan tap out Menggunakan kartu jaklingko atau kartu isi ulang pada umumnya,minta guna kartu jakarta lingko kartu ulang umum
Hasil ngobrol2 di dunia maya jaklingko ini sistemnya bukan setoran kurang lebih jarak yg ditempuh Ini sebabnya gak ada yg ngetem,hasil ngobrol dunia maya jakarta lingko sistem setor kurang jarak tempuh henti
Jaklingko ini berhenti pada tandanya kursi depan untuk prioritas atau kalau kursi di belakang sudah penuh,jakarta lingko henti tanda kursi prioritas kursi belakang penuh
Hari kedua naik jaklingko anginnya banyak karena gak ngetem pasti duduk dan ternyata murah banget Rp 0,hari dua naik jakarta lingko angin henti duduk nyata murah banget
Nah Jkt ini masih banyak yg nganggur karena keblok syarat umur kan Mrk2 ini kl diberdayakan jadi driver Jaklingko tentu izin juragannya mungkin rute rute angkot itu bisa 24 7 Layanan NBRT aja mulai sampe malem ky 7B gr2 warga kalcit,jakarta tidak punya kerja blok syarat umur kalo daya jadi driver jakarta lingko izin juragan rute rute angkot layan nbrt mulai malam bahasa gara warga kalcit
Transjakarta min tolong banget ini mh jaklingko benhil kenapa pada jahat dan tidak ramah sih drivernya padahal sudah di bus stop tapi tidak berhenti padahal kondisi jaklingkonya kosong,transjakarta banget jakarta lingko benhil jahat ramah drivernya henti henti kondisi jaklingkonya kosong
semoga jaklingko ku di top up in bude,moga jakarta lingko bude
pembayaran memakai jaklingko mengurangi saldo ga minn,bayar pakai jakarta lingko kurang saldo minn
Kyknya semua mau dialihin ke jaklingko,kayak alih jakarta lingko
Belom ada rencana main ke jakarta but beli jaklingko is a must,rencana main jakarta beli jakarta lingko jadi orang
Hai Transjakarta angkot reguler berhenti di bus stop jadi susah untuk naik jaklingko 27 atau 110 sangat mengganggu sekali untuk pelanggan jaklingko tolong ditindak lanjuti terima kasih,transjakarta angkot reguler henti henti jadi susah naik jakarta lingko ganggu langgan jakarta lingko tindak lanjut terima kasih
Halo Transjakarta saya beli tiket jaklingko di Halte busway Puri Beta 2 dan kelebihan 10K saya akan dihubungi melalui HP tapi sampe selarang belum dihubungi dibalikin,halo transjakarta beli tiket jakarta lingko halte busway puri beta lebih ribu hubung handphone larang hubung dibalikin
Yahhh fix ini mah aing harus beli jaklingko Pake brizzi ngisinya susah kalo ga punya nfc Pernah ngisi di atm 50k sama 20k udh kepotong tapi saldo tetep gamasuk gimana si ni ID,yahhh beli jakarta lingko pakai brizzi ngisinya susah punya isi ribu ribu udah potong saldo tetap tidak masuk bagaimana
Transjakarta Jawab dong butuh ini informasinya karena mau dipake kartu barunya kalo bisa masa dari setiap admin sosmed yg ada gaada yg respon semua sih dari kemaren Kartu jaklingko khusus tj dengan skema 5000 3 jam apakah masih berlaku digunakan untuk brt dan non brt,transjakarta jawab butuh informasi pakai kartu baru masa admin sosmed tidak yang respon kemarin kartu jakarta lingko khusus trans jakarta skema laku guna
Ya kan sudah berkali kali dijelaskan Anies apa maksudnya perubahan dan malah selama ini sudah dijalankan juga di Jakarta Reklamasi gt dihentikan Jaklingko gt diubah perbaiki JIS gt dilanjutkan Sumur resapan gt diubah Revitalisasi TIM gt ditambah KJPplus gt ditingkatkan Dan lain lain,kali kali jelas anies maksud ubah jalan jakarta reklamasi henti jakarta lingko ubah baik lanjut sumur resap ubah revitalisasi tambah kjpplus tingkat
