no,full_text,class
763,Iseng cek cineapolis dkt rumah Klo weekdays jam pertama htm 20ribuan transport pakai jaklingko gratis ya cincaylah insyaaAllah,1
764,Hai kak kakak udah dapet kah kartu jaklingko nya Aku juga mau beli susah banget,0
765,Transjakarta Kak maaf mau tanya Beli kartu jaklingko nya di halte mana ya kak Csw kah Kok aku sempet ke sana mau beli tapi katanya habis ya,0
766,Yang lewatin Lotte Avenue itu ada JakLingko Angkot Gratis atau Busway,0
767,Transjakarta hallo kak mau tanya kalau mau naik mikrotrans tapi ga punya kartu jaklingko apakah bisa pakai flazz atau KUE yang lainnya,0
768,real Beri subsidi aja kaya commuterline Transjakarta MRT dan jaklingko,0
769,Tp jaklingko cuma bisa ditopup di bamk dKI,0
770,Transjakarta Halo selamat sore admin Saya mau nanya mengenai rute Jaklingko Dari halte sumber waras ke halte jelambar apakah ada rute jak lingkonya Terimakasih,0
771,Hai min Transjakarta saya kemaren beli kartu jaklingko pembayaran melalui qris dana tetapi di mesin nya pembayaran nya 0 padahal dana saya sudah terpotong itu pengembalian dananya bagaimana ya min Karna saya jadinya bayarnya 2 kali buat 1 kartu Terimakasih,2
772,nyesek itu pas lagi nungguin Jaklingko lama bgt akhirnye ada angkot lewat naek angkot biar cepet eh pas udh stopin angkot belakangnye jaklingko,0
773,wkwkwkkwkwk kayaknya emg ada aja supir jaklingko yg galak perihal gga bilang terima kasih tp dibanding komersil ini cukup lumayan sih tingkat keamanannya,1
774,Ini gua naek jaklingko aja apa ya tp muter2 pasti gua kebelet pipis tayo mana ini yaallahhh,0
775,Hai Kak Mohon maaf atas kendala yang dialami mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih YMW,0
776,Kepala gua abis Kejedot atas mobil jaklingko gegara buru2 MANA SAKIT BGT BUSED SED SED SED,0
777,Halo Transjakarta tolong palang stop jaklingko ditambah di deretan jalan cipinang jaya jakarta timur atau lebih mudahnya di seberang halte SMAN 53 yang ke arah lapas cipinang untuk mempermudah siswi siswa menjangkau jaklingko Terima kasih,0
778,Transjakarta Min mau nanya dong misalkan dari jalan kepu kesadaran mau ke sunter karya rute nya gmn ya klo pake jaklingko busway,0
779,never repeat daily activity balik sekolah naik angkot jaklingko tua di jalan bang yang ada,2
780,misi mau nanya nomor jaklingko dari uki ke bnn Transjakarta,0
781,Niatnya juga mau ngopi dulu terus naik jaklingko ah elah,0
782,Misi mau tanya naik jaklingko dari cawang uki ke arah bnn itu nomor berapa ya,0
783,Emang di citraland ada jaklingko,0
784,Sama kayak TransJakarta orang senengnya nyebut busway Ya biarin aja Busway Lingko JakLingko angkot lebih enak disebut buat orang cadel Wk,0
785,Dan emang lebih membumi nama jaklingko hahahaha,0
786,Mikrotrans mas namanya Jaklingko jenama buat sistem transportasi umum terintegrasi Cuman ya emang angkot ini lebih familiar disebut Mikrotrans jaklingko sih gegara desain awalnya tulisan jaklingkonya gede bgt Desain mobil yg skrg lebih gedein tulisan Mikrotrans nya,0
787,gagasan formula e gimana blm yg lain lain spt jaklingko jalur sepeda penanganan banjir dll apa calonmu sendiri kurang prestasi sampai mencari keburukan calon lain,0
788,Toniee achmadi Tapi yg pasti dia pernah mecat jadi menteri nya Krn gak becus kerja Prestasi dan piagam segudang tapi hasil kerja NOL langsung aja TANYAKAN orang nya lsg apa hasil kerja yg nyata selain JAKLINGKO di DKI saja APBD ludes apalagi negara nanti bisa APBN lenyap,0
789,Kebodohan hari ini salah naik jaklingko,0
790,Seru banget liburan 4 hari kemarin Explore BSD dan Jakarta naek MRT dan JakLingko terus perfangirling an nonton Fan Meeting Kim Seon Ho,0
791,Jaklingko nomor brp ya yg turun di sekitar halte jelambar Transjakarta,0
792,Oh mau merebut tahta gue sebagai duta selfi di Jaklingko,0
793,Pagi Pak tolong angkot2 se jawa barat terutama depok dibenahi Angkot2 yg udh ga layak beroperasi bobrok dimusnahin aja Gausah semantep jaklingko gapapa Pagi ini di jalan nemu 3 angkot mogok bikin macetttt Tolong di TL pak nuhun,0
794,Kenapa ya angkot jaklingko skrg lama bgt bisa nunggu sampe 20 menit tp sekalinya dtg bergerombol an sampe 3 mobil yg satu kosong yg satu penuh bgt huft Transjakarta,0
795,atau emng ga pernah naik public transport idk ada jaklingko gratis TJ 3 5k krl 3k 6k mrt 3k 14k yg penting ga lewat manggarai aja hidup lu damai bak animeh,1
796,inismyname Bonger hoker selalu benar FE di Jakarta Anies klaim JIS di Jakarta Anies klain Jaklingko Anies klaim Pokoknya semua yg terjadi di Jakarta itu karya gubernur batavia JP COEN Dimata bonger hoker Anies tukang klaim,0
797,Jk bicara PBB ada hal yg patut diingat Kalian salah besar jk katakan pak tnp prestasi Inilah salah satu prestasi terbaik bliau slain Jaklingko saat jdi Gubernur dg bebaskan PBB utk Bangunan yg nilainya dibawah 2 M ttu itu sgt berarti bgi wong cilik Apalagi jk,0
798,Sebagian buruh jakarta berhemat dgn cara berangkat kerja naik jaklingko di sambung dgn kereta api lansia dpt kartu gratis kemana2 naik busway yg terintegrasi dan nyaman,1
799,Ngga ada kak Separah itu akses transportasi publik di Meruya wkwk Yg kena cuma Angkot Jaklingko aja Itu juga turun Jaklingko ke lokasi masih jauh banget,0
800,Asmara1701 Gue yg bbrp x lwt Sudirman Thamrin ga prnh lihat pmbatas jalur sepeda permanen dibongkar sih nyet mungkin mata lo kali picek tinggal di dlm tmpurung Ya lah warga byr pajak harus ada timbal baliknya kek misalnya JakLingko bs hemat ongkos transportasi s d jutaan sethn wkwk,1
801,Timur sebagai pusat ekonomi Indonesia wajar gini ratio DKI tinggi karena kebijakan pemerintah pro oligarki dmn para oligarki ber ktp Jakarta Mereka menikmati kue ekonomi terbesar Jaklingko penghapusan PBB membolehkan ojol di jl protokol dll adalah contoh kebijakan pemerintahan,1
802,Hai kak Untuk rute Jaklingko ke GOR Cilandak yang langsung belum tersedia di Layanan kami kak Terima kasih YJ,0
803,WKWKWK DOANYA TP AAMIIN DEH kira2 bs ikut ke andara ga ya gue soalnya bs bgt nih naik jaklingko jir,0
804,Berangkat ke JIExpo jam 6 sore dari Cipulir naik minitrans transit CSW lanjut MRT ke HI abis itu ojol sampe JIExpo jam 7 udah masuk venue Pulang jam 10 15 naik ojol ke HI lanjut MRT yang ternyata di weekend sampe malem Sayang di app JakLingko gak nongol tarif integrasinya,0
805,Transjakarta ga ada jalur tj ataupun jaklingko disekitaran galaxy park,0
806,1 Jaklingko dan transportasi yang terintegrasi sudah di gagas jaman ahok 2 Jpopinisi skybridge kebayoran baru Tebet ecopark halte integrasi cakra selaras wahana DLL hanya dipakai oleh segelintir orang sedangkan Jakarta itu bergelintir gelintir,0
807,pake kartu jaklingko mana bisa tap in terus langsung tap out di TOB enco tap out aja kudu nunggu 4 menit 59 detik dulu dari tap in kalo gaada kartu lain yang tap di readernya,0
808,smua org harus tau gw ngayal ada transportasi umum kayak tj atau jaklingko tpi gedeeee dan bisa buat bawa sepeda jdi klo lu capek bsa pke transport itu huhu,0
809,Jaklingko samgat membantu keuanganku saat ini,1
810,Transjakarta Ini SS wa sy dengan jaklingko Ayo masalah saya mau di lempar ke pihak mana lagi Ya masa nti direktur jaklingko atw transjakarta sy ganggu terkait hal sepele kyk gini,2
811,Transjakarta Aduh saya tdk paham Ada kntr perwakilan trasjakarta atw jaklingko yg bs sy datangin spy sy dpt informasi jelas Tdk mgkn kan anda yg ke kntr sy kecuali klo kntr sy resmi manggil anda atas tindak korupsi,0
812,Halo Transjakarta ada jaklingko yg operasi antara halte penjaringan dan halte Pluit Kita mau ke jembatan tiga dari arah stasiun grogol,0
813,moert Kyushu Di Jakarta sekarang semua jadi Transjakarta Udah nggak ada lagi Metromini n Kopaja atau PPD Mikrolet sebagian juga jadi JakLingko gratis,0
814,hai kak silakan gunakan kartru berlogo Jaklingko kak BR,0
815,Gakuat liat mobil bak ateez ama busnya balapan kek transjakarta ma jaklingko,0
816,Jadi payment pake send bank ke mbak kasir trs tadinya mau ke posbloc dulu hunting photobooth tp gajadiii yauda pulang naik kereta bogor ikutin maps suruh turun dr pintu barat trs naik jaklingko eh ternyata salah arahhhh jd berenti di tengahh mana udh jauh trs turun dulu,0
817,Transjakarta min 1 Halte terdekat dr st Cawang halte mana yaa 2 Jaklingko bisa dipake buat naik krl ga,0
818,naik jaklingko kak dari grogol bisa,0
819,Hai kak mohon maaf atas ketidaknyamanannya sudah kami jelaskan sebelumnya alur pemotongan saldo kartu kakak oleh PT jaklingko indonesia ya kak Terima kasih BR,0
820,Hai Kak Mohon maaf atas kesalahan informasinya Untuk informasi refund pembelian tiket melalui aplikasi JakLingko Kakak bisa tanyakan melalui kanal media sosial JakLingko Indonesia ya Terima kasih,0
821,Itu mah buat semua kereta nder bisa setau ku kecuali jaklingko yg bank DKI cma bisa di dki,0
822,Min pengembalian saldo qris gopay tiket mrt yg gagal di aplikasi jaklingko kapan ya prosesnya dan nunggu brp lama karena sejak siang tadi sampe sekarang blm dikembaliin juga saldo nya,0
823,braaaay ini aing tinggal naik jaklingko aja dah sampe tp arahnya kebalik ga sih kok kearah apart keknya sepi benerrr armadanya aing kek lost child alias anak ilang,0
824,Hai kak Apabila ingin menggunakan layanan Mikrotrans silakan gunakan kartu berlogo Jaklingko dengan tarif Rp 0 Tks DPS,0
825,hai kak untuk kartu nomor 7546020004680496 dikenakan biaya 3500 untuk Unblokir kartu oleh PT Jaklingko Indonesia di Gate 1 Cikoko St cawang arah Pluit pada jam 9 14 terkait adanya pemotongan tersebut bisa di tanyakan ke ya kak BR,0
826,ae annie Jaklingko bisa berhasil karena sarana dan prasarana transportasi Jakarta dan sekitarnya sudah dibangun oleh Gubernur2 sebelumnya Tanpa itu Jaklingko mustahil dibuat cuma membuat sistem utk menghubungkan doang Ndji Segitu aja mau jadi Presiden,1
827,Transjakarta sore min ada jaklingko yang lewat GOR cilandak gak yaah,0
828,Transjakarta Jaklingko Sangat tdk kompeten dlm mengatasi mslh saya saya malah dilempar ke transjakarta Ini buktinya,2
829,kakak sudah melakukan Tap Out dan di kenakan biaya 3500 mengenai biaya Unblokir kartu menjadi kewenangan PT Jaklingko Indonesia yang mengelola sistem pembayaran tiket Transjakarta untuk meberikan penjelasan 2,0
830,Kapan ya angkot depok gabung jaklingko,0
831,Kartu Jaklingko yg ada embed BNI BCA DKI jg bisa gak kak,0
832,Beda mrt cuma mrt Multi trip busway gatau yg mana tp jaklingko sama aja emoney,0
833,Jaklingko busway MRT KRL LRT bahkan buat org jabodetabek gw ke Jakarta aja jrg mke kendaraan pribadi Hmpir semuanya bisa mke transum sambung jalan dikit,1
834,ae annie Iya bagus JakLingko Sistem transportasi terintegrasi Daerah lain sistem transportasi publik nya gak diperhatikan Mantap Jakarta Sukses Jakarta untuk Indonesia,1
835,Heh emg bdg gaada modelan jaklingko yang semua muanya ter connection yah,1
836,FAA Banyak yg nanya parkir mobil di mana Klo tinggal di Jakarta kek rumah gue bgitu keluar gang langsung naik JakLingko grateeeesss nga perlu mikir beli mobil dah Palingan ya nambah motor aja sih buat lebih satset,1
837,Contoh ya Jaklingko warga DKI bisa gunakan transportasi umum seperti TransJakarta MRT hingga mikrolet atau angkot JakLingko dengan biaya tarif yang dikenakan sebesar Rp 0 alias gratis Subsidi tepat sasaran dan tepat manfaatnya,1
838,Pertama kali naek jaklingko weh gratis Bisa ngegabut muter muter jakarta,1
839,Gue kmrn yg bnrn cape bgt tp seneng dan seru cuma gue bru sadar gue baru tidur jam set3 an bangun jam 6 trs gue jemur baju mandi otw ke kampus praktikum skoring tes trs gue otw naik ke rumah sodara gue naik jaklingko krl mana rame bgt gadapet tmpt duduk trs karna,2
840,Kalau di jaksel tinggal dalam gang mo ke jalur jaklingko jalan kaki jauh naik sepeda ke tujuan pun terlalu jauh Ujung2nya ojol lagi,2
841,FAA Bener jaklingko dan tije udah membantu banget,1
842,Bayar parkir pke kartu jaklingko bisa ga,0
843,Pake jaklingko,0
844,Kangmas Jansen ini logis kalau memang program bagus dan bermanfaat utk rakyat gosah takut akan dihentikan atau diganti nama Contohnya ya Mas nih Hunian terjangkau Jaklingko sumur resapan formula E dll Mdh2an bisa diimplementasi secara nasional,1
845,Transjakarta trus cara saya menuju masjid jami dari jaklingko tanah abang gimana,0
846,Transjakarta min beli kartu jaklingko di halte tanah merdeka bisa gak,0
847,this gue ga berencana punya mobil karena selain capek kalo macet ternyata biaya service dan pajak tahunan tuh gede bgt dan untungnya rumah gue dilewatin jaklingko jd hemat bgt skrg asal kitanya satset dan tau jam keberangkatan public transport ga makan waktu banyak dijalan,1
848,Transjakarta Berarti bisa Turun di luar halte ya min Tolong armadanya yg banyak ya min jangan pakai bus bus kecil uda jelek gitu sm jaklingko yg bisa ke arah belakang bellatera juga disitu dibanyakin,0
849,Transjakarta Terima kasih Transjakarta Sudah mau merespon keluhan penggunaan angkutan jaklingko dan sebagainya,1
850,Transjakarta Karena guru dan karyawan penggunaan jaklingko dan minitrans jika tidak ada stop bus kita sulit untuk memberhentikan jaklingko dan sebagainya,2
851,TV JakLingko udh bisa buat semua tapping berarti ya min,0
852,0607 Hai Kak Sesuai dengan informasi sebelumnya Informasi lebih lengkap Kakak dapat menghubungi Jaklingko WhatsApp 081 260 001 44 atau Instagram jaklingkoindonesia ya Terima kasih,0
853,tadi pas pulang aku bantu nenek masuk jaklingko trs aku bantu ngetap kartunya nah lagu di jaklingkonya juga mellowwww aku dah berkaca keinget mbahuti tapi malu kalo nangis wkwkwk trs aku pamit ke neneknya pas mau turun,0
854,Casing dong buat naro jaklingko soalnya,0
855,Dulu sebelum ada jaklingko angkot gratis KWK kalo penumpangnya cuma sedikit dan macet pasti udh diturunin sembarangan karena abangnya mau putbal dan seringnya ttp disuruh bayar Udh jam 21 38 msh macat parah penumpang cuma 3 ga takut diturunin sembarangan lg skrg,1
856,Bisa nder MinEs pengguna kartu JakLingko kartu ini udah MinEs cobain buat tj krl mrt tol dan semuanya ternyata bisa,0
857,Angkot jaklingko ga terima penumpang malem malem,2
858,sender mw nanya kalau naik krl bisa pke kartu jaklingko yg ini gak si,0
859,Ah bacot tinggal dijakarta juga kaga lu tolol Gapernah liat kampung kamlung yg dulu asal ujan banjir skrg udh ga banjir atau minimal susut lebih cpt pkerja jakarta yg terbantu program jaklingko JIS formula E taman taman dan sebagainya Buta mata buta hati Sampah,0
860,Jaklingko 51 taman kota budi luhur,0
861,Transjakarta min tolong banget ini mah buat driver yg bawa mobil jaklingko di jam 19 00 20 00 kwk 1073 kalo bawa mobil yang bener masa gue belum duduk udah main gas aja untung ngga ke dorong ke belakang ada polisi tidur remnya ngga kira penumpang jadi loncat ke atas,2
862,Gue tadi selama di dlm jaklingko,0
863,JAKLINGKO BANGTT ANJRT,0
864,Udh 2 jam gue di jaklingko dr elang laut UDAH 2 JAM dan skarang baru sampe di ramayana cengkareng Macet bangeeeeet,0
865,jaklingko lebih parah,1
866,Anjer iya ga sabaran bgt asu Naik jaklingko jga kdng suka bgtu,0
867,yee ngajak ngmg supir jaklingko bisa tp ngajak ngmg temen kelas bta lo gabisa,0
868,aku ngegibah sm abang jaklingko ajg kocak bgt TAPI KENAPA JADI KYK GUA YG BAWA PENGARUH BURUK buat orang sekitar ya,0
869,Buat jaklingko bisa ngga kalo boleh tau,0
870,Selalu setiap kali nunggu jaklingko dan berakhir putus asa dgn naik angkutan umum dibelakangnya malah adaa Definisi melatih kesabaran dan meluangkan rezeki,2
871,masbrew Kawasan rumah anda kan elite yeee Kayaknya free khusus angkot jaklingko deh Trans Jakarta masih berbayar,0
872,bakiak jaklingko di smua koridor kabay tmpat aku ke sta itu masih gratis tis tis tanpa kartu jaklingko wkwk,0
873,masbrew Kelebihan jaklingko adalah gratis tis tis,1
874,Pejuang public transport di Jakarta paham banget gimana susah nya cari ni kartu sedangkan moda jaklingko udah banyak beroperasi saat ini,2
875,bakiak oh kabay pke bank DKI g ada kelebihannya apa2 kan itu kl pake kartu jaklingko aku pake emoney sama flazz buat wara wiri pake KRL MRT Jaklingko TJ,0
876,masbrew Saat ini jaklingko masih keluaran bank dki tapi bisa top up pake qris kok,0
877,bakiak jaklingko harus pake kartu khusus kabay,0
878,AKHIRNYA DAPAT KARTU JAKLINGKO ALLAHU AKBAR Alhamdulillah,0
879,lu ngomong gini ya krena modal benci doang sama anies wkwk gw tinggal di jakarta gw bersyukur anies bisa kasih akses tranportasi umum 0 rupiah jaklingko kemana2 naik angkot premium gratis g tau kalau ganjar please be smart,1
880,Min Transjakarta jaklingko 12c beroperasi gak,0
881,Rumah tempat ngajar kali bener bener deket dari rumah ke kokas masyaAllah naik jaklingko 0rupiah Monangis Allah baik bangett,1
882,siang min hari minggu lalu saya beli kartu jaklingko di halte busway pgc karna uang saya 100rb kembaliannya ga keluar dari mesin ternyata harus uang pas katanya akhirnya saya diminta no rek untuk refund kembaliannya tp sampe skrg belum juga ke refund uangnya Transjakarta,0
883,Ohya di sini kalian juga bisa top up kartu Jaklingko kalian foto ke 2 atau kalian bisa beli kartu multi trip single trip dari vending machine punya MRT foto ke 1,0
884,Asmara1701 Ngki pnsiunan dg brbagai kbijakan Bang Anies 8p t portasi umum baik Jaklingko gratis Tran Jkt ex Met Mini lewat ke dkt komplex smp com line klo ke luar kota yg efisien mrh drpd bw mbl pribadi Sjk Bang Anies mnjbt komp Ngki daerah Jaksel tdk prnh banjir lg,0
885,Gua demen banget naik jaklingko selain karena gratis adalah karena percakapan antar penumpang maupun pengemudinya macem macem,1
886,Karna naik Jaklingko tiap pagi berasa masuk zona Hunger Games,2
887,Waktu itu gw pernah naik jaklingko mau turun angkotnya tapi baru juga angkat pantat gw abang nya udah jalanin mobil nya njirr,2
888,jaklingko kea kontol kartu gua ke blokir gara2 supirnya buru2 kontol emg,2
889,eh bisa ga sih supir jaklingko bawanya ga usah brutal anj,2
890,Untuk full trip ini aku juga pake kartu Jaklingko buat semua moda Saldo awalnya start dari 109K IDR,0
891,Sayang sekali kemarin kartu flazz bca jaklingko jatoh di busway,0
892,Maraknya masyarakat menjadikan Jaklingko sbg angkutan umum pilihan adalah bukti hasil kerja Pak Anies yg totalitas itu mensejahterakan masyarakat,0
893,Jaklingko adalah hasil dari Inisiatif dan program totalitas yang dilakukan oleh Pak Anies,0
894,Transjakarta kak mohon info untuk jaklingko rute cawang eco park hari ini beroperasi ngga ya Sudah mau 3menit menunggu tapi nggada yang lewat Padahal ada 2 rangkaian mobil loh,2
895,Terintegrasi tapi kalo abis naik jaklingko kartunya mesti nunggu 10 menit buat naik tj,0
896,yuhuu masih rejeki Sesi pagi amp malem selalu lagi di jaklingko,0
897,m mortal yuhuu masih rejeki Sesi pagi amp malem selalu lagi di jaklingko,0
898,INFOTRANSJAKARTA allo min saya mau nanya apakah jaklingko itu kalau di bus stop ga ada orang tidak berhenti karna saya liat jaklingko jurusan Cibubur kampung rambutan dengan no body kwk 408 itu tidak berhenti karna saya tadi sudah lari lari namun ternyata tidak berhenti,1
899,bella Hai kak mohon maaf atas ketidaknyamanannya Untuk menggunakan Layanan Mikrotrans silakan menggunakan kartu yang berlogo Jaklingko Terima kasih YJ,0
900,Transjakarta Kok tiba tiba aturannya berubah min dulu ga harus berlogo JAKLINGKO tp kartu BUMN aja skearang aturannya beda,0
901,Transjakarta Yang saya tahu setiap pagi itu harusnya armada saat keluar itu ke Cilangkap krna yg dari arah Cililitan belum ada Tapi praktek nya tdk seperti itu tolong diperjelas aturan nya untuk jaklingko kak 36 Trims,0
902,Transjakarta Mohon ditindaklanjuti peraturan jaklingko untuk Jak 36 sebenarnya setiap subuh sampai ke cilangkap atau tidak Kasihan penumpang yg sudah menunggu lama di cilangkap jak36 tidak sampai ke cilangkap Terimakasih jaklingko,0
903,angkot jaklingko tuu anjir sering,0
904,Silakan dpt menggunakan Kartu Multi Trip KMT CommuterPay kartu uang elektronik bank Flazz BCA Brizzi BRI E Money Mandiri JakLingko selain terbitan Bank DKI TapCash BNI aplikasi fitur GoTransit di aplikasi Gojek Tks 2,0
905,rutinitas turun jaklingko kejedot pintu sambil bilang aw,2
906,TERNYATA lo kagak tahu Program JAKLINGKO ya Mending lo cari tahu dulu apa itu JAKLINGKO Dari kemaren gw minta bukti ANGKOT yg ikut program JAKLINGKO yg NGETEM dan bikin MACET GAK ADA KAN gw ragu lo orang jakarta lue itu apaan PURA2 ORANG JAKARTA LO,0
907,poerba TERNYATA lo kagak tahu Program JAKLINGKO ya Mending lo cari tahu dulu apa itu JAKLINGKO Dari kemaren gw minta bukti ANGKOT yg ikut program JAKLINGKO yg NGETEM dan bikin MACET GAK ADA KAN gw ragu lo orang jakarta lue itu apaan PURA2 ORANG JAKARTA LO,0
908,Bener coba naik Jaklingko wkkwkwkw,0
909,poerba bacot lue lue ngomong angkot ga ada yang ngetem karena jaklingko pake mata lue liat lue pikir semua angkot pake jaklingko terus yang ngetem di stasiun2 bukan angkot dah kalah debat lue masih ada ngedumel,0
910,SUMPAHH HAPE TEMENKU DI COLONG ORANG DI JAKLINGKO COKK,0
911,Turun di st Taman Kota lanjut nyambung pake jaklingko,0
912,Coba tarif integrasi Jakarta diterapin juga ke Commuter Line gitu lho Pak Kan udah nyatu nih sistem bayarnya di JakLingko,0
913,Pempus seperinya menyerah Udah serahkan saja PT KAIC KCI operator KA bandara ke Pemda DKI MRT jakarta integrasikan dgn Jaklingko,0
914,kenapa ada jaklingko yg beroperasi tapi pintunya di tutup dan gak ada penumpang udh 2x liat kek gitu,0
915,P ini mission deliverynya pake jaklingko bukan,0
916,Kalo anak Jakarta hari Gini Masih pake ojol naik jaklingko lah ygy Transjakarta,0
917,Salah satu jenis super mom di dunia ini adalah ibu hamil yg naik jaklingko trus lanjut naik rute 13 hueheheh Yang ngeliat aja ngilu itu padet bgt tp mereka masih sanggup,0
918,Caption nya biasa aja tapi bisa membuat beberapa pihak langsung membara tulis salah satu warganet Jelas subsidi ya transportasi umum bukan kendaran pribadi Bravo Pak Anies terima kasih JakLingko sama revitalisasi halte busway nya kata warganet lain,0
919,ngga ngaruh emg klo public transport jd byk kendaraan pribadi jd berkurang ngga di jkt itu moda transportasi ada semua KRL LRT MRT TRANSJ jaklingko toh kendaraan pribadi tetep byk tetep butuh di subsidi bbm nya jd ud bener itu yg subsidi kendaraan pribadi,0
920,Transjakarta min mau nanya kartu jakcard dari ragunan ini bisa dipakai untuk busway Transjakarta sama jaklingko gk ya,0
921,wkwkkwkw jaklingko,0
922,yoongi mau dibuatin ktp jkt sama jaklingko gak,0
923,gw diomelin abang jaklingko tp gw cengar cengir aje pas turun baikan wakakakakakak,0
924,padahal ada Nasi kuning mbok Rum di belakang pasar kopro tandur dari Grogol tinggal naik Jaklingko 30 15 menit juga nyampe,0
925,WKWKWKWK makannye kebanting lah biasanya pake mobil kemana mana dibandingin sama yg naik jaklingko ye,0
926,Transjakarta Naik jaklingko Dong pak Anies biar nyobain naik angkot yang supir nya udah di gaji pun masih ugal ugalan padahal udah di gaji loh bukan kejar setoran lagi,2
927,bang boleh liat belakangnya kartu yg intermoda ngga saya ada kartu muka jaklingko gitu tp belakangnya issued by mandiri masuknya intermoda apa okotrip ya,0
928,UNIFORM dong Lahan parkir ini merupakan lahan parkiran pny kakek saya ga gede disangka pny mobil oleh dasawisma arau pengurus nya Terus masalah desil lg tdk boleh pny mobil Itu yg bapaknya supir angkot ciputat lebak bulus gmn Yg bkn jaklingko Dia ttp ditolak maaf itu mobil lama bgt,0
929,am Transjakarta Paling naik Jaklingko 71 turun di Tamimi square Lalu lanjut naik Jak lingko 36 di halte TS 2 turun di plang at tin Kalau mau lebih gampang naik K40,0
930,Untuk mendapatkan tarif integrasi Rp 5000 dalam tiga jam bisa dengan menggunakan Kartu Jaklingko namun harus melakukan tap in dan tap out di halte halte Transjakarta bus Transjakarta Terima kasih RSN,0
931,kena semen semua Gw kebayang dia capek kuli bangunan udh pengen pulang tp ga bisa duit yg dia pegang cuma 50ribu ga bisa dia pake semua buat topup Trs gw periksa dompet gw untungnya ada kartu jaklingko gw cek saldo msh ada 20ribu Alhamdulillah rejeki bapaknya Gw kasih,0
932,Transjakarta Kalo masalah ugal2an ini kayaknya emang hampir semua jaklingko pada begini wkwk Soalnya mereka dibayarnya per kilometer gw denger dari abangnya,2
933,Jaklingko sekitar tebet udah nggak mau lagi pakai kartu harus bayar cash naik turun penumpang sembarangan,2
934,Gue tiap naik jaklingko 44 bawaannya emosi mulu dah Sopir kalian tuh pd kenapa sih sensi banget sama penumpang Transjakarta Sepengalaman gw naik jak 26 selama 1 5 bulan PP mereka ga ada yg separah jk 44 ini malah beberapa sopirnya ngajak ngobril penumpang,2
935,mood pagi gue udh bagus dibuat supir angkot jaklingko eh abis itu dibuat ancur sama anak kelas agama tai ini,0
936,Dan ini sekarang Jujur ini kaga berkurang samsek buat busway karena gw naik jaklingko Tp karena tangan gua terlalu gatel untuk tidak menghabiskan budget perjalanan Yepp jadinya dipake ke Bandung HAHAHA,0
937,poerba eh bloon TJ itu sampe kota langsung stasiun KRL TJ lewat sudirman bisa langsung ke Mrt Integrasi model apaan yang di buat anies jualan kartu jaklingko tanpa jaklingko sudah bisa naik transportasi umum cuma jualan kartu di anggap hebat,0
938,pengalaman naik jaklingko nyasar ujung ujungnya pake ojol juga,2
939,situmora Jl2 ke jakarta om naik transportasi publik di jakarta menyenangkan dan murah meriah Bahkan naik angkot jaklingko gratis tis,1
940,Galama nunggu jaklingko,1
941,Transjakarta min tlg dicek kenapa jaklingko JAK23 pada saat jam pergi kerja 0700 0900 jarang lewat malahan frekuensinya 15 mnt 20 mnt sekali,2
942,Transjakarta tolong supir jaklingko dibuat tegas sama penumpang yang ngerokok di dalem mobil Barusan di Jak77 penumpang duduk samping supir santai banget ngerokok Pantes aja ada bau rokok,2
943,situmora Hasilnya dg integrasi tsb waktu jaman ahok cuma 300 rb org harinyg naik kendaraan umum dijaman pak anies naik jd 1 jt org hari Bayamgkan jumlah mobil oribadi yg berkurang krenanya Shg peingkat macet dinjaksrta turun ke 40 Berhasilkan Bahkan naik angkot gratis dg jaklingko,1
944,Hai Kak Mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih FN,0
945,Kos ku kebetulan gaada parkir motor terus ngeri melihat orang jkt tuh bawa motor ngegas nya kenceng jadi mending naik tj jaklingko yg murah atau naik ojol kalo emg pengen cepet,1
946,Betul era Ahok banyak perubahan JIS JAKLINGKO kemana2 murah JaKi lapor2 mudah semudah pesan GoFood Trotoar n JPO jd bagus2 Bus Listrik 95 jd tercover BPJS Coverage PDAM luas pengurangan PBB buat yang NJOP dibawah 1 M penghapusan PBB buat keluarga pahlawan,1
947,Aalona Betul era Pak Ahok banyak perubahan JIS JAKLINGKO kemana2 murah JaKi lapor2 mudah semudah pesan GoFood Trotoar n JPO jd bagus2 Bus Listrik 95 jd tercover BPJS Coverage PDAM luas pengurangan PBB buat yang NJOP dibawah 1 M penghapusan PBB buat keluarga pahlawan,1
948,Betul era Pak Ahok banyak perubahan JIS JAKLINGKO kemana2 murah JaKi lapor2 mudah semudah pesan GoFood Trotoar n JPO jd bagus2 Bus Listrik 95 jd tercover BPJS Coverage PDAM luas pengurangan PBB buat yang NJOP dibawah 1 M penghapusan PBB buat keluarga pahlawan,1
949,Tbtb kangen jkt Kangen belanja abis subuh d warung ketemu ibu2 dasteran rebutan lauk n sayur Kangen masak buat suami meski suami sllu jd korban msakan yg rasanya antah berantah Kangen jaklingko KRL apalagi TJ,0
950,Dirut TJ pernah nyobain naik Jaklingko ga,0
